수입,30003,736000,농협 카드,1,2020-09-15
지출,40007,684000,농협 카드,1,2020-08-04
수입,30002,140000,우리 카드,1,2020-03-22
수입,30002,958000,카카오 카드,1,2020-09-21
지출,40002,675000,현대 카드,1,2020-07-01
수입,30003,286000,신한 카드,1,2020-01-07
지출,40003,555000,국민 카드,1,2020-08-06
수입,30003,419000,우리 카드,1,2020-08-10
지출,40005,171000,비씨 카드,1,2020-06-26
수입,30002,592000,신한 카드,1,2020-12-01
지출,40006,4000,현대 카드,1,2020-12-12
지출,40001,1000,비씨 카드,1,2020-09-14
지출,40003,593000,현대 카드,1,2020-08-25
수입,30001,943000,우리 카드,1,2020-11-16
지출,40005,225000,신한 카드,1,2020-02-10
지출,40007,817000,비씨 카드,1,2020-03-03
지출,40005,425000,비씨 카드,1,2020-05-30
지출,40004,872000,비씨 카드,1,2020-00-25
지출,40007,105000,우리 카드,1,2020-03-26
수입,30003,134000,현대 카드,1,2020-11-26
지출,40001,871000,우리 카드,1,2020-07-22
수입,30003,799000,농협 카드,1,2020-06-04
수입,30003,593000,농협 카드,1,2020-09-24
수입,30003,759000,카카오 카드,1,2020-12-10
지출,40005,326000,농협 카드,1,2020-07-19
지출,40003,968000,카카오 카드,1,2020-11-27
수입,30003,550000,국민 카드,1,2020-02-18
수입,30003,587000,농협 카드,1,2020-02-19
지출,40005,271000,우리 카드,1,2020-01-25
지출,40001,443000,신한 카드,1,2020-00-14
지출,40001,965000,농협 카드,1,2020-11-27
지출,40006,601000,신한 카드,1,2020-11-05
지출,40002,79000,비씨 카드,1,2020-00-08
수입,30002,734000,카카오 카드,1,2020-03-09
수입,30001,802000,국민 카드,1,2020-10-15
수입,30002,78000,현대 카드,1,2020-09-04
지출,40007,739000,신한 카드,1,2020-07-17
수입,30002,381000,신한 카드,1,2020-11-14
수입,30003,48000,비씨 카드,1,2020-02-27
수입,30001,894000,신한 카드,1,2020-05-20
지출,40001,292000,현대 카드,1,2020-01-02
지출,40003,602000,농협 카드,1,2020-04-02
수입,30002,303000,농협 카드,1,2020-06-01
수입,30003,442000,우리 카드,1,2020-05-26
수입,30003,118000,신한 카드,1,2020-12-18
지출,40006,517000,국민 카드,1,2020-07-02
수입,30003,104000,신한 카드,1,2020-03-09
지출,40006,47000,우리 카드,1,2020-12-20
지출,40007,193000,현대 카드,1,2020-06-22
지출,40004,963000,카카오 카드,1,2020-08-14
지출,40001,76000,신한 카드,1,2020-04-11
수입,30003,787000,비씨 카드,1,2020-01-17
수입,30002,943000,신한 카드,1,2020-08-09
수입,30002,33000,신한 카드,1,2020-12-19
지출,40007,903000,농협 카드,1,2020-07-05
지출,40005,638000,우리 카드,1,2020-10-25
수입,30003,637000,국민 카드,1,2020-03-07
지출,40003,493000,카카오 카드,1,2020-01-04
지출,40001,200000,신한 카드,1,2020-08-05
지출,40003,832000,우리 카드,1,2020-04-01
수입,30002,274000,비씨 카드,1,2020-02-28
수입,30002,354000,현대 카드,1,2020-08-30
지출,40007,471000,비씨 카드,1,2020-06-08
수입,30001,615000,농협 카드,1,2020-02-27
지출,40001,46000,신한 카드,1,2020-01-13
지출,40003,482000,농협 카드,1,2020-09-01
지출,40002,147000,카카오 카드,1,2020-08-14
수입,30002,876000,비씨 카드,1,2020-06-05
지출,40004,938000,농협 카드,1,2020-11-14
지출,40006,342000,우리 카드,1,2020-02-24
수입,30002,937000,비씨 카드,1,2020-05-18
수입,30002,115000,현대 카드,1,2020-05-01
수입,30002,553000,비씨 카드,1,2020-08-11
지출,40006,1000,신한 카드,1,2020-09-28
수입,30001,283000,우리 카드,1,2020-10-09
지출,40002,914000,비씨 카드,1,2020-03-17
수입,30003,266000,신한 카드,1,2020-11-12
수입,30001,526000,농협 카드,1,2020-08-25
지출,40001,68000,농협 카드,1,2020-01-09
지출,40006,531000,신한 카드,1,2020-06-21
지출,40003,156000,국민 카드,1,2020-00-27
수입,30003,371000,현대 카드,1,2020-11-14
수입,30002,409000,신한 카드,1,2020-05-07
수입,30001,875000,신한 카드,1,2020-07-29
지출,40007,510000,비씨 카드,1,2020-04-11
지출,40007,454000,카카오 카드,1,2020-04-23
지출,40004,721000,신한 카드,1,2020-05-07
지출,40002,225000,국민 카드,1,2020-07-01
수입,30002,93000,현대 카드,1,2020-06-13
수입,30002,560000,농협 카드,1,2020-07-13
지출,40004,572000,카카오 카드,1,2020-08-03
수입,30001,669000,우리 카드,1,2020-01-21
지출,40003,584000,현대 카드,1,2020-07-13
지출,40002,455000,카카오 카드,1,2020-11-14
지출,40005,384000,국민 카드,1,2020-12-20
지출,40005,779000,우리 카드,1,2020-06-29
수입,30003,172000,신한 카드,1,2020-05-24
지출,40006,331000,농협 카드,1,2020-09-04
지출,40003,49000,농협 카드,1,2020-09-03
수입,30001,413000,카카오 카드,1,2020-02-20
지출,40001,671000,현대 카드,1,2020-11-01
수입,30003,651000,카카오 카드,1,2020-00-14
수입,30002,76000,국민 카드,1,2020-05-09
수입,30001,705000,현대 카드,1,2020-03-04
지출,40002,787000,국민 카드,1,2020-08-29
지출,40003,473000,비씨 카드,1,2020-00-19
지출,40007,580000,우리 카드,1,2020-09-27
지출,40002,560000,비씨 카드,1,2020-09-13
지출,40003,819000,카카오 카드,1,2020-02-27
수입,30002,798000,비씨 카드,1,2020-09-22
수입,30003,131000,우리 카드,1,2020-10-12
수입,30001,588000,현대 카드,1,2020-00-21
지출,40007,802000,비씨 카드,1,2020-01-14
지출,40001,409000,국민 카드,1,2020-10-22
수입,30001,959000,농협 카드,1,2020-11-06
수입,30002,543000,우리 카드,1,2020-02-17
수입,30003,332000,신한 카드,1,2020-08-02
수입,30001,794000,비씨 카드,1,2020-08-13
지출,40006,833000,우리 카드,1,2020-01-16
수입,30003,146000,농협 카드,1,2020-11-02
지출,40004,99000,우리 카드,1,2020-02-05
수입,30003,633000,현대 카드,1,2020-01-18
지출,40001,27000,농협 카드,1,2020-11-24
지출,40006,335000,비씨 카드,1,2020-00-20
지출,40002,650000,국민 카드,1,2020-08-11
지출,40004,930000,우리 카드,1,2020-09-13
수입,30003,902000,신한 카드,1,2020-00-27
수입,30002,759000,국민 카드,1,2020-00-29
지출,40002,403000,농협 카드,1,2020-07-08
지출,40002,664000,국민 카드,1,2020-01-30
지출,40001,380000,우리 카드,1,2020-03-15
수입,30001,882000,신한 카드,1,2020-00-14
수입,30003,322000,신한 카드,1,2020-04-22
지출,40007,794000,신한 카드,1,2020-02-30
수입,30003,968000,카카오 카드,1,2020-07-26
지출,40001,834000,카카오 카드,1,2020-02-28
지출,40007,565000,카카오 카드,1,2020-00-30
수입,30001,193000,우리 카드,1,2020-04-19
지출,40002,797000,국민 카드,1,2020-05-14
지출,40002,647000,농협 카드,1,2020-11-30
지출,40005,938000,현대 카드,1,2020-00-08
지출,40001,470000,우리 카드,1,2020-05-25
지출,40005,466000,국민 카드,1,2020-02-19
수입,30002,224000,신한 카드,1,2020-01-18
수입,30001,475000,현대 카드,1,2020-12-25
수입,30003,243000,우리 카드,1,2020-09-16
수입,30002,665000,현대 카드,1,2020-10-26
수입,30001,504000,우리 카드,1,2020-11-16
지출,40003,437000,농협 카드,1,2020-01-23
수입,30002,525000,비씨 카드,1,2020-05-09
수입,30001,52000,신한 카드,1,2020-06-09
수입,30002,271000,국민 카드,1,2020-05-26
수입,30001,922000,국민 카드,1,2020-07-09
지출,40001,671000,카카오 카드,1,2020-10-03
수입,30001,873000,농협 카드,1,2020-04-07
지출,40003,792000,현대 카드,1,2020-09-21
수입,30003,931000,국민 카드,1,2020-09-14
수입,30001,342000,카카오 카드,1,2020-00-23
지출,40004,895000,국민 카드,1,2020-10-10
지출,40003,877000,비씨 카드,1,2020-01-22
수입,30002,496000,카카오 카드,1,2020-09-02
수입,30001,699000,우리 카드,1,2020-06-06
지출,40007,326000,카카오 카드,1,2020-09-06
지출,40001,478000,현대 카드,1,2020-00-05
지출,40002,990000,카카오 카드,1,2020-05-18
지출,40004,223000,비씨 카드,1,2020-12-28
수입,30003,675000,현대 카드,1,2020-07-18
지출,40007,322000,현대 카드,1,2020-07-09
수입,30002,841000,현대 카드,1,2020-09-04
지출,40003,120000,우리 카드,1,2020-09-18
수입,30003,572000,국민 카드,1,2020-04-11
수입,30003,329000,비씨 카드,1,2020-02-24
수입,30002,565000,비씨 카드,1,2020-12-19
수입,30001,482000,비씨 카드,1,2020-02-27
지출,40001,176000,우리 카드,1,2020-08-28
지출,40005,813000,신한 카드,1,2020-07-14
수입,30002,176000,카카오 카드,1,2020-01-05
수입,30001,291000,현대 카드,1,2020-04-22
지출,40001,983000,카카오 카드,1,2020-02-01
지출,40007,405000,비씨 카드,1,2020-06-12
수입,30002,662000,현대 카드,1,2020-08-24
지출,40005,57000,국민 카드,1,2020-02-27
지출,40003,524000,현대 카드,1,2020-10-02
지출,40006,705000,현대 카드,1,2020-04-05
수입,30001,770000,농협 카드,1,2020-08-06
수입,30002,869000,농협 카드,1,2020-07-20
지출,40006,557000,비씨 카드,1,2020-10-07
지출,40007,791000,농협 카드,1,2020-07-04
지출,40001,742000,카카오 카드,1,2020-11-28
수입,30001,919000,신한 카드,1,2020-01-18
수입,30003,391000,신한 카드,1,2020-10-03
지출,40005,274000,비씨 카드,1,2020-00-16
수입,30001,282000,농협 카드,1,2020-04-29
지출,40003,184000,국민 카드,1,2020-01-26
수입,30003,19000,현대 카드,1,2020-01-22
지출,40004,620000,우리 카드,1,2020-11-26
수입,30003,945000,현대 카드,1,2020-04-13
수입,30002,209000,현대 카드,1,2020-09-08
지출,40004,29000,국민 카드,1,2020-03-10
지출,40003,269000,국민 카드,1,2020-05-03
수입,30003,480000,비씨 카드,1,2020-05-17
수입,30003,595000,카카오 카드,1,2020-04-30
지출,40002,132000,비씨 카드,1,2020-02-14
수입,30002,5000,국민 카드,1,2020-00-12
수입,30003,435000,국민 카드,1,2020-09-23
지출,40003,570000,현대 카드,1,2020-03-26
지출,40005,294000,비씨 카드,1,2020-01-11
수입,30001,285000,우리 카드,1,2020-02-07
지출,40004,415000,현대 카드,1,2020-12-17
지출,40005,368000,신한 카드,1,2020-07-19
수입,30003,643000,현대 카드,1,2020-06-30
지출,40002,590000,국민 카드,1,2020-11-26
지출,40007,350000,우리 카드,1,2020-00-02
지출,40002,147000,비씨 카드,1,2020-03-11
수입,30003,950000,신한 카드,1,2020-09-28
수입,30002,613000,카카오 카드,1,2020-12-13
지출,40003,27000,비씨 카드,1,2020-00-21
수입,30002,243000,카카오 카드,1,2020-01-18
수입,30003,401000,농협 카드,1,2020-04-13
지출,40001,615000,신한 카드,1,2020-03-23
지출,40006,442000,국민 카드,1,2020-07-02
수입,30003,907000,농협 카드,1,2020-09-08
수입,30002,736000,우리 카드,1,2020-11-26
수입,30001,749000,카카오 카드,1,2020-10-19
지출,40002,212000,신한 카드,1,2020-04-06
수입,30002,206000,농협 카드,1,2020-03-11
지출,40005,711000,비씨 카드,1,2020-00-04
지출,40004,989000,신한 카드,1,2020-07-30
수입,30002,825000,신한 카드,1,2020-12-27
수입,30001,464000,카카오 카드,1,2020-10-03
지출,40003,240000,국민 카드,1,2020-06-29
지출,40006,205000,농협 카드,1,2020-05-25
지출,40007,704000,농협 카드,1,2020-09-12
지출,40002,691000,비씨 카드,1,2020-00-10
지출,40006,470000,농협 카드,1,2020-09-08
지출,40003,861000,국민 카드,1,2020-01-15
수입,30001,460000,농협 카드,1,2020-05-25
수입,30002,99000,현대 카드,1,2020-09-04
지출,40006,591000,카카오 카드,1,2020-00-20
수입,30001,35000,카카오 카드,1,2020-01-04
수입,30001,364000,우리 카드,1,2020-09-30
지출,40002,801000,현대 카드,1,2020-06-08
지출,40002,760000,비씨 카드,1,2020-06-05
지출,40003,448000,현대 카드,1,2020-00-18
지출,40006,551000,신한 카드,1,2020-09-09
지출,40005,398000,현대 카드,1,2020-04-25
수입,30001,94000,우리 카드,1,2020-08-20
지출,40002,896000,신한 카드,1,2020-04-23
지출,40002,89000,비씨 카드,1,2020-08-13
수입,30003,753000,우리 카드,1,2020-10-20
지출,40006,393000,신한 카드,1,2020-07-01
수입,30001,100000,비씨 카드,1,2020-09-10
수입,30002,911000,카카오 카드,1,2020-09-30
지출,40002,927000,국민 카드,1,2020-07-28
지출,40004,364000,우리 카드,1,2020-05-25
수입,30001,649000,우리 카드,1,2020-00-13
수입,30002,229000,비씨 카드,1,2020-04-16
수입,30002,348000,비씨 카드,1,2020-00-13
지출,40007,100000,비씨 카드,1,2020-04-12
수입,30001,342000,현대 카드,1,2020-10-21
지출,40007,898000,우리 카드,1,2020-03-17
지출,40007,660000,신한 카드,1,2020-04-05
지출,40004,567000,우리 카드,1,2020-11-22
수입,30002,263000,우리 카드,1,2020-11-29
수입,30003,126000,비씨 카드,1,2020-00-03
수입,30002,637000,현대 카드,1,2020-09-09
수입,30002,652000,국민 카드,1,2020-04-11
지출,40003,519000,우리 카드,1,2020-08-13
지출,40006,175000,농협 카드,1,2020-05-20
지출,40005,290000,신한 카드,1,2020-11-01
지출,40006,540000,비씨 카드,1,2020-10-25
수입,30003,801000,현대 카드,1,2020-02-13
수입,30003,110000,신한 카드,1,2020-08-29
지출,40006,62000,카카오 카드,1,2020-08-28
수입,30001,656000,현대 카드,1,2020-03-09
지출,40002,142000,우리 카드,1,2020-08-23
수입,30001,885000,국민 카드,1,2020-09-27
지출,40007,569000,비씨 카드,1,2020-11-04
지출,40005,814000,농협 카드,1,2020-04-21
지출,40007,379000,농협 카드,1,2020-10-19
지출,40004,421000,카카오 카드,1,2020-12-05
지출,40005,365000,현대 카드,1,2020-02-19
수입,30001,862000,국민 카드,1,2020-01-11
수입,30003,481000,신한 카드,1,2020-07-09
지출,40007,505000,농협 카드,1,2020-12-22
수입,30003,306000,현대 카드,1,2020-12-16
지출,40001,601000,우리 카드,1,2020-02-14
수입,30003,98000,비씨 카드,1,2020-11-05
지출,40001,140000,비씨 카드,1,2020-03-14
지출,40005,5000,국민 카드,1,2020-00-14
지출,40006,82000,우리 카드,1,2020-05-26
수입,30003,428000,현대 카드,1,2020-11-02
수입,30003,801000,신한 카드,1,2020-01-17
수입,30003,550000,비씨 카드,1,2020-10-30
지출,40007,248000,국민 카드,1,2020-07-27
수입,30001,344000,신한 카드,1,2020-12-12
수입,30001,572000,우리 카드,1,2020-04-09
지출,40003,33000,신한 카드,1,2020-10-20
수입,30002,127000,카카오 카드,1,2020-11-04
수입,30003,72000,국민 카드,1,2020-01-17
수입,30003,349000,우리 카드,1,2020-11-26
수입,30003,570000,현대 카드,1,2020-03-07
지출,40005,711000,비씨 카드,1,2020-08-06
지출,40006,347000,현대 카드,1,2020-01-22
수입,30002,45000,국민 카드,1,2020-11-03
지출,40006,539000,국민 카드,1,2020-12-26
수입,30003,976000,비씨 카드,1,2020-03-03
지출,40003,173000,카카오 카드,1,2020-02-30
지출,40003,953000,카카오 카드,1,2020-03-03
지출,40004,43000,우리 카드,1,2020-04-26
수입,30002,688000,농협 카드,1,2020-11-26
수입,30001,403000,현대 카드,1,2020-00-24
지출,40007,202000,카카오 카드,1,2020-06-09
지출,40007,362000,농협 카드,1,2020-07-07
지출,40006,313000,현대 카드,1,2020-04-25
수입,30002,703000,신한 카드,1,2020-08-20
지출,40006,513000,국민 카드,1,2020-00-18
수입,30002,166000,현대 카드,1,2020-12-28
수입,30001,928000,현대 카드,1,2020-05-06
지출,40005,85000,현대 카드,1,2020-07-10
수입,30001,580000,비씨 카드,1,2020-06-29
지출,40002,632000,비씨 카드,1,2020-01-25
수입,30001,915000,현대 카드,1,2020-03-02
수입,30003,277000,현대 카드,1,2020-01-16
수입,30001,233000,우리 카드,1,2020-00-05
수입,30002,799000,국민 카드,1,2020-09-30
수입,30003,943000,현대 카드,1,2020-03-07
지출,40007,132000,현대 카드,1,2020-00-01
수입,30002,263000,현대 카드,1,2020-00-14
수입,30001,242000,현대 카드,1,2020-01-30
수입,30001,595000,농협 카드,1,2020-07-06
지출,40006,90000,우리 카드,1,2020-04-03
수입,30003,485000,카카오 카드,1,2020-02-20
지출,40004,198000,신한 카드,1,2020-12-16
수입,30003,228000,우리 카드,1,2020-00-03
지출,40006,577000,비씨 카드,1,2020-10-30
지출,40001,86000,카카오 카드,1,2020-12-12
수입,30001,185000,농협 카드,1,2020-00-04
수입,30002,87000,카카오 카드,1,2020-04-08
지출,40005,628000,농협 카드,1,2020-08-29
지출,40003,40000,비씨 카드,1,2020-07-03
수입,30002,200000,국민 카드,1,2020-06-12
수입,30003,233000,현대 카드,1,2020-01-19
수입,30003,900000,현대 카드,1,2020-09-27
수입,30001,567000,비씨 카드,1,2020-02-16
수입,30003,774000,우리 카드,1,2020-11-01
지출,40007,443000,현대 카드,1,2020-11-22
수입,30003,761000,카카오 카드,1,2020-09-27
수입,30002,349000,농협 카드,1,2020-07-24
수입,30002,937000,현대 카드,1,2020-01-15
지출,40004,635000,카카오 카드,1,2020-11-01
